field,required_for_round131_backfill
case_id,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
peak_date,true
MFE_30D,true
MFE_90D,true
MFE_180D,true
MFE_1Y,true
MFE_2Y,true
MAE_30D,true
MAE_90D,true
MAE_180D,true
MAE_1Y,true
drawdown_after_peak,true
below_stage2_price_flag,true
below_stage3_price_flag,true
farm_income_indicator,true
farm_income_improvement_flag,true
equipment_sales_growth,true
dealer_inventory,true
dealer_inventory_increase_flag,true
dealer_inventory_normalization_flag,true
equipment_rental_instead_of_purchase_flag,true
crop_price,true
crop_price_change,true
precision_agriculture_revenue,true
autonomous_equipment_order,true
software_attach_rate,true
farmer_financing_cost,true
tariff_exposure_flag,true
right_to_repair_flag,true
repair_settlement_amount,true
repair_monopoly_allegation_flag,true
construction_equipment_repair_lawsuit_flag,true
independent_repair_access_flag,true
dealer_network_dependency,true
customer_backlash_flag,true
digital_tool_access_flag,true
ftc_lawsuit_flag,true
seed_licensing_revenue,true
seed_revenue_growth,true
crop_protection_revenue_growth,true
licensing_revenue,true
soy_seed_license_flag,true
farmer_roi_metric,true
crop_science_ebitda_growth,true
roundup_litigation_flag,true
patent_expiry_flag,true
crop_protection_litigation_flag,true
farmer_margin_pressure_flag,true
fertilizer_volume,true
fertilizer_price,true
fertilizer_price_change,true
nitrogen_price_change,true
application_rate,true
potash_sales_forecast,true
phosphate_revenue,true
phosphate_strategic_mineral_flag,true
phosphate_asset_review_flag,true
farmer_margin_indicator,true
supply_disruption_flag,true
input_cost_spike_flag,true
demand_deferral_flag,true
vertical_farming_revenue,true
vertical_farming_energy_cost,true
capacity_utilization,true
unit_economics_margin,true
premium_pricing_success_flag,true
yield_loss_flag,true
chapter11_flag,true
chapter7_flag,true
shutdown_flag,true
debt_burden_flag,true
livestock_price_change,true
egg_price_change,true
pork_price_change,true
chicken_price_change,true
feed_cost_change,true
soybean_price_change,true
disease_event_flag,true
avian_flu_flag,true
asf_flag,true
government_stockpile_flag,true
vaccine_approval_flag,true
conditional_license_flag,true
vaccine_order_value,true
agri_disease_ai_monitoring_flag,true
agri_ai_monitoring_contract,true
farm_deployment_contract_flag,true
farm_sensor_adoption,true
farm_data_privacy_flag,true
farm_privacy_risk_flag,true
data_quality_score,true
dataset_quality_flag,true
repeat_subscription_flag,true
price_fixing_investigation_flag,true
education_revenue_growth,true
bookings_growth,true
subscription_count,true
paid_conversion_rate,true
enterprise_contract_count,true
completion_rate,true
student_roi_metric,true
cac,true
churn_rate,true
ai_monetization_tradeoff_flag,true
ai_feature_cost,true
ai_cost_control_flag,true
monetization_retreat_flag,true
paid_conversion_slowdown_flag,true
ai_disruption_flag,true
ai_search_disintermediation_flag,true
traffic_decline_flag,true
subscriber_decline_flag,true
layoff_flag,true
bankruptcy_flag,true
opm_model_flag,true
partner_concentration_flag,true
student_debt_risk_flag,true
rental_accounts,true
rental_churn,true
recurring_service_revenue_ratio,true
filter_service_revenue,true
hardware_sales_ratio,true
dividend_suspension_flag,true
replacement_demand_indicator,true
housing_turnover_indicator,true
quality_recall_flag,true
hardware_guidance_cut_flag,true
fcf_guidance_cut_flag,true
kiosk_installed_base,true
maintenance_revenue,true
payment_fee_revenue,true
loss_prevention_effect,true
retailer_retreat_flag,true
self_checkout_limit_flag,true
theft_shrink_indicator,true
customer_friction_flag,true
employee_workload_flag,true
local_self_checkout_regulation_flag,true
staffed_lane_requirement_flag,true
staff_required_per_kiosk_flag,true
local_ordinance_flag,true
regulatory_approval_flag,true
fda_approval_flag,true
fda_enforcement_easing_flag,true
dea_rescheduling_flag,true
license_scope,true
sales_channel,true
medical_only_scope,true
medical_cannabis_only_flag,true
recreational_cannabis_benefit_flag,true
recreational_benefit_limited_flag,true
dea_registration_required_flag,true
state_federal_conflict_flag,true
youth_usage_risk_flag,true
public_health_warning_flag,true
legal_conflict_flag,true
compliance_cost,true
sales_channel_authorized_flag,true
age_verification_flag,true
nicotine_pouch_flag,true
nicotine_limit,true
advertising_compliance_flag,true
high_nicotine_content_flag,true
flavor_restriction_flag,true
advertising_ban_flag,true
who_warning_flag,true
influencer_marketing_risk_flag,true
contract_value_missing_flag,true
churn_missing_flag,true
cac_missing_flag,true
regulatory_scope_missing_flag,true
unit_economics_missing_flag,true
parser_confidence,true
score_price_alignment,true
price_validation_status,true
review_notes,true
