field,required_for_round173_backfill
case_id,true
ticker,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_trigger,true
stage2_trigger,true
stage3_trigger,true
stage4b_trigger,true
stage4c_trigger,true
price_at_stage1,true
price_at_stage2,true
price_at_stage3,true
price_at_stage4b,true
price_at_stage4c,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
peak_date,true
return_20d_after_stage2,true
return_60d_after_stage2,true
return_120d_after_stage2,true
return_252d_after_stage2,true
return_20d_after_stage3,true
return_60d_after_stage3,true
return_120d_after_stage3,true
return_252d_after_stage3,true
mfe_60d_after_stage2,true
mae_60d_after_stage2,true
mfe_120d_after_stage2,true
mae_120d_after_stage2,true
mfe_252d_after_stage2,true
mae_252d_after_stage2,true
relative_strength_vs_kospi,true
relative_strength_vs_kosdaq,true
relative_strength_vs_semiconductor_basket,true
valuation_at_stage3,true
valuation_at_stage4b,true
op_revision_before_stage3,true
op_revision_after_stage3,true
eps_revision_before_stage3,true
eps_revision_after_stage3,true
contract_amount,true
contract_counterparty,true
contract_period,true
contract_amount_to_prior_sales,true
customer_name,true
customer_diversification_flag,true
shipment_schedule,true
equipment_order_value,true
equipment_revenue_conversion_flag,true
hbm_bonder_flag,true
tc_bonder_flag,true
sk_hynix_contract_flag,true
micron_potential_customer_flag,true
micron_final_contract_flag,true
recent_contract_sum_krw,true
ai_server_pcb_flag,true
high_layer_mlb_flag,true
stock_surge_300_500pct_flag,true
test_socket_flag,true
probe_pin_flag,true
high_margin_socket_mix_flag,true
hbm_test_equipment_flag,true
cube_prober_flag,true
memory_test_handler_flag,true
system_foundry_policy_flag,true
reram_license_flag,true
customer_wafer_revenue_flag,true
private_ai_chip_flag,true
rebellions_sapeon_merger_flag,true
government_investment_amount_krw,true
listed_company_direct_revenue_flag,true
equity_method_income_flag,true
on_device_ai_flag,true
design_win_revenue_flag,true
media_report_only_flag,true
mou_flag,true
final_contract_missing_flag,true
disclosure_confidence,true
opendart_rcept_no,true
opendart_detail_fetched_flag,true
detail_parser_confidence,true
labor_strike_flag,true
delivery_delay_risk_flag,true
customer_concentration_flag,true
dilution_type,true
cb_bw_issuance_flag,true
audit_issue_flag,true
stage_before_redteam,true
stage_after_redteam,true
score_before_redteam,true
score_after_redteam,true
score_price_alignment,true
price_validation_status,true
review_notes,true
